# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 33.0553
20000 33.0761
30000 33.074
40000 33.0723
50000 33.0765
60000 33.0853
70000 33.0922
80000 33.0959
90000 33.1005
100000 33.1024
110000 33.1022
120000 33.0986
130000 33.097
140000 33.094
150000 33.0913
160000 33.0899
170000 33.088
180000 33.0878
190000 33.0896
200000 33.0925
210000 33.0976
220000 33.1038
230000 33.1084
240000 33.1129
250000 33.1187
260000 33.1244
270000 33.1298
280000 33.1347
290000 33.1387
300000 33.1434
310000 33.1478
320000 33.1505
330000 33.1524
340000 33.155
350000 33.1583
360000 33.1616
370000 33.1656
380000 33.1686
390000 33.173
400000 33.1782
410000 33.1823
420000 33.1856
430000 33.1891
440000 33.1917
450000 33.1937
460000 33.1964
470000 33.1988
480000 33.2005
490000 33.2028
500000 33.2048
510000 33.2076
520000 33.2109
530000 33.2143
540000 33.2168
550000 33.2193
560000 33.2219
570000 33.2247
580000 33.2278
590000 33.2311
600000 33.2339
610000 33.2366
620000 33.2396
630000 33.2423
640000 33.2446
650000 33.2467
660000 33.2486
670000 33.2505
680000 33.2531
690000 33.2562
700000 33.2597
710000 33.263
720000 33.2659
730000 33.269
740000 33.2717
750000 33.275
760000 33.2788
770000 33.2831
780000 33.287
790000 33.2897
800000 33.2921
810000 33.2948
820000 33.2981
830000 33.3012
840000 33.3038
850000 33.306
860000 33.3083
870000 33.3107
880000 33.3131
890000 33.3153
900000 33.3179
910000 33.3207
920000 33.323
930000 33.3248
940000 33.3263
950000 33.3282
960000 33.3302
970000 33.3324
980000 33.3349
990000 33.3378
1000000 33.3411
1010000 33.3443
1020000 33.3477
1030000 33.3509
1040000 33.3534
1050000 33.3556
1060000 33.3576
1070000 33.3597
1080000 33.3617
1090000 33.3637
1100000 33.3657
1110000 33.3675
1120000 33.369
1130000 33.3705
1140000 33.3717
1150000 33.3726
1160000 33.3733
1170000 33.374
1180000 33.3745
1190000 33.375
1200000 33.3757
1210000 33.3765
1220000 33.3773
1230000 33.3783
1240000 33.3795
1250000 33.3807
1260000 33.382
1270000 33.3835
1280000 33.3853
1290000 33.3871
1300000 33.3889
1310000 33.3908
1320000 33.3928
1330000 33.3947
1340000 33.3965
1350000 33.3985
1360000 33.4003
1370000 33.4023
1380000 33.4044
1390000 33.4067
1400000 33.409
1410000 33.4114
1420000 33.4142
1430000 33.4168
1440000 33.4192
1450000 33.4214
1460000 33.4236
1470000 33.4257
1480000 33.4276
1490000 33.4294
1500000 33.4309
1510000 33.4323
1520000 33.4337
1530000 33.4352
1540000 33.4368
1550000 33.4383
1560000 33.4395
1570000 33.4407
1580000 33.4422
1590000 33.4438
1600000 33.4452
1610000 33.4465
1620000 33.448
1630000 33.4494
1640000 33.4507
1650000 33.452
1660000 33.4529
1670000 33.4534
1680000 33.4539
1690000 33.4545
1700000 33.4554
1710000 33.4564
1720000 33.4574
1730000 33.4587
1740000 33.4602
1750000 33.4616
1760000 33.4629
1770000 33.4643
1780000 33.4657
1790000 33.4672
1800000 33.4689
1810000 33.4706
1820000 33.4721
1830000 33.4732
1840000 33.4744
1850000 33.4756
1860000 33.4766
1870000 33.4777
1880000 33.4789
1890000 33.4804
1900000 33.482
1910000 33.4835
1920000 33.4849
1930000 33.4862
1940000 33.4874
1950000 33.4886
1960000 33.4899
1970000 33.4912
1980000 33.4924
1990000 33.4935
2000000 33.4946
2010000 33.4958
2020000 33.4973
2030000 33.4988
2040000 33.5003
2050000 33.5018
2060000 33.5033
2070000 33.5048
2080000 33.5063
2090000 33.5076
2100000 33.5088
2110000 33.51
2120000 33.511
2130000 33.512
2140000 33.513
2150000 33.5138
2160000 33.5145
2170000 33.5152
2180000 33.516
2190000 33.5169
2200000 33.5179
2210000 33.519
2220000 33.52
2230000 33.521
2240000 33.5221
2250000 33.5232
2260000 33.5242
2270000 33.5254
2280000 33.5267
2290000 33.528
2300000 33.5293
2310000 33.5305
2320000 33.5318
2330000 33.533
2340000 33.5339
2350000 33.5348
2360000 33.5356
2370000 33.5365
2380000 33.5374
2390000 33.5382
2400000 33.5391
2410000 33.54
2420000 33.5406
2430000 33.5413
2440000 33.5421
2450000 33.5431
2460000 33.5441
2470000 33.5452
2480000 33.5465
2490000 33.5476
2500000 33.5486
2510000 33.5495
2520000 33.55
2530000 33.5507
2540000 33.5513
2550000 33.552
2560000 33.5526
2570000 33.5533
2580000 33.5537
2590000 33.5542
2600000 33.5547
2610000 33.5553
2620000 33.5559
2630000 33.5565
2640000 33.5573
2650000 33.5582
2660000 33.5591
2670000 33.5602
2680000 33.5614
2690000 33.5625
2700000 33.5638
