# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 33.3952
20000 33.4094
30000 33.4161
40000 33.41
50000 33.4126
60000 33.4255
70000 33.4372
80000 33.4537
90000 33.4716
100000 33.4831
110000 33.4914
120000 33.4993
130000 33.5044
140000 33.5111
150000 33.5199
160000 33.5249
170000 33.5318
180000 33.5377
190000 33.5459
200000 33.5523
210000 33.5576
220000 33.5584
230000 33.56
240000 33.5624
250000 33.5663
260000 33.569
270000 33.5728
280000 33.577
290000 33.5808
300000 33.5844
310000 33.5884
320000 33.5904
330000 33.5927
340000 33.5945
350000 33.5963
360000 33.5993
370000 33.6036
380000 33.6077
390000 33.6115
400000 33.6167
410000 33.6217
420000 33.6263
430000 33.6307
440000 33.6347
450000 33.6375
460000 33.6415
470000 33.6448
480000 33.6478
490000 33.6515
500000 33.6552
510000 33.6597
520000 33.6647
530000 33.6689
540000 33.6719
550000 33.6745
560000 33.6777
570000 33.6808
580000 33.6829
590000 33.6858
600000 33.6897
610000 33.6934
620000 33.6974
630000 33.7019
640000 33.7065
650000 33.7108
660000 33.7149
670000 33.7176
680000 33.7201
690000 33.7219
700000 33.7237
710000 33.7256
720000 33.7272
730000 33.7288
740000 33.7307
750000 33.7326
760000 33.7346
770000 33.7364
780000 33.7386
790000 33.7405
800000 33.7426
810000 33.7454
820000 33.7481
830000 33.7509
840000 33.754
850000 33.7572
860000 33.7608
870000 33.7641
880000 33.7672
890000 33.7709
900000 33.7746
910000 33.7786
920000 33.7831
930000 33.7869
940000 33.7909
950000 33.7948
960000 33.7991
970000 33.8033
980000 33.8074
990000 33.8111
1000000 33.8144
1010000 33.8177
1020000 33.8211
1030000 33.8248
1040000 33.8287
1050000 33.8327
1060000 33.8368
1070000 33.8407
1080000 33.8444
1090000 33.8474
1100000 33.8499
1110000 33.8528
1120000 33.8562
1130000 33.8602
1140000 33.8644
1150000 33.8691
1160000 33.8736
1170000 33.878
1180000 33.8823
1190000 33.887
1200000 33.8915
1210000 33.8958
1220000 33.8998
1230000 33.9038
1240000 33.9078
1250000 33.9119
1260000 33.9162
1270000 33.9204
1280000 33.9246
1290000 33.9287
1300000 33.9332
1310000 33.9376
1320000 33.9419
1330000 33.946
1340000 33.9497
1350000 33.9528
1360000 33.9559
1370000 33.9589
1380000 33.9622
1390000 33.9655
1400000 33.9692
1410000 33.973
1420000 33.9767
1430000 33.9803
1440000 33.9841
1450000 33.9877
1460000 33.9914
1470000 33.9953
1480000 33.9992
1490000 34.0032
1500000 34.0073
1510000 34.0115
1520000 34.0158
1530000 34.02
1540000 34.0238
1550000 34.0272
1560000 34.0307
1570000 34.0342
1580000 34.0375
1590000 34.0405
1600000 34.0437
1610000 34.0467
1620000 34.0498
1630000 34.0528
1640000 34.0559
1650000 34.059
1660000 34.062
1670000 34.0651
1680000 34.0681
1690000 34.0709
1700000 34.0735
1710000 34.0759
1720000 34.0787
1730000 34.0815
1740000 34.0843
1750000 34.0873
1760000 34.0905
1770000 34.0937
1780000 34.0968
1790000 34.0998
1800000 34.1026
1810000 34.1056
1820000 34.1087
1830000 34.1121
1840000 34.1153
1850000 34.1183
1860000 34.1213
1870000 34.1242
1880000 34.1271
1890000 34.13
1900000 34.133
1910000 34.136
1920000 34.139
1930000 34.1422
1940000 34.1452
1950000 34.1481
1960000 34.1511
1970000 34.1546
1980000 34.1582
1990000 34.1617
2000000 34.1651
2010000 34.1682
2020000 34.1709
2030000 34.1737
2040000 34.1763
2050000 34.179
2060000 34.1818
2070000 34.1844
2080000 34.187
2090000 34.1898
2100000 34.1928
2110000 34.1957
2120000 34.1986
2130000 34.2016
2140000 34.2046
2150000 34.2074
2160000 34.21
2170000 34.2125
2180000 34.2151
2190000 34.2177
2200000 34.2204
2210000 34.2231
2220000 34.2256
2230000 34.2281
2240000 34.2306
2250000 34.2332
2260000 34.2358
2270000 34.2385
2280000 34.2413
2290000 34.2441
2300000 34.2468
2310000 34.2493
2320000 34.2517
2330000 34.2539
2340000 34.2559
2350000 34.258
2360000 34.2601
2370000 34.2623
2380000 34.2644
2390000 34.2664
2400000 34.2687
2410000 34.2711
2420000 34.2735
2430000 34.2759
2440000 34.2784
2450000 34.2808
2460000 34.2832
2470000 34.2857
2480000 34.2883
2490000 34.2909
2500000 34.2934
2510000 34.2959
2520000 34.2986
2530000 34.3012
2540000 34.3036
2550000 34.306
2560000 34.3082
2570000 34.3101
2580000 34.312
2590000 34.3136
2600000 34.3153
2610000 34.3169
2620000 34.3185
2630000 34.3203
2640000 34.322
2650000 34.3236
2660000 34.3254
2670000 34.3271
2680000 34.3286
2690000 34.3301
2700000 34.3318
2710000 34.3334
2720000 34.3351
2730000 34.337
2740000 34.339
2750000 34.3409
2760000 34.3429
2770000 34.3447
2780000 34.3467
2790000 34.3486
2800000 34.3505
2810000 34.3522
2820000 34.3538
2830000 34.3553
2840000 34.3568
2850000 34.358
2860000 34.359
2870000 34.3602
2880000 34.3614
2890000 34.3627
2900000 34.3641
2910000 34.3656
2920000 34.3673
2930000 34.3687
2940000 34.37
2950000 34.3712
2960000 34.3724
2970000 34.3735
2980000 34.3747
2990000 34.3758
3000000 34.3769
3010000 34.3781
3020000 34.3794
3030000 34.3809
3040000 34.3825
3050000 34.384
3060000 34.3856
3070000 34.3873
3080000 34.3892
3090000 34.3912
3100000 34.3931
3110000 34.3951
3120000 34.397
3130000 34.3988
3140000 34.4007
3150000 34.4026
3160000 34.4044
3170000 34.4064
3180000 34.4085
3190000 34.4105
3200000 34.4126
3210000 34.4148
3220000 34.417
3230000 34.4192
3240000 34.4214
3250000 34.4235
3260000 34.4257
3270000 34.4279
3280000 34.4301
3290000 34.4323
3300000 34.4344
3310000 34.4363
3320000 34.438
3330000 34.4397
3340000 34.4415
3350000 34.4433
3360000 34.4451
3370000 34.4468
3380000 34.4484
3390000 34.45
3400000 34.4516
3410000 34.4534
3420000 34.4551
3430000 34.4567
3440000 34.4585
3450000 34.4602
3460000 34.462
3470000 34.4638
3480000 34.4657
3490000 34.4676
3500000 34.4696
3510000 34.4717
3520000 34.4737
3530000 34.4758
3540000 34.4779
3550000 34.48
3560000 34.4821
3570000 34.4842
3580000 34.4864
3590000 34.4885
3600000 34.4906
3610000 34.4929
3620000 34.4953
3630000 34.4976
3640000 34.5001
3650000 34.5025
3660000 34.5048
3670000 34.5072
3680000 34.5095
3690000 34.5118
3700000 34.514
3710000 34.5163
3720000 34.5186
3730000 34.5208
3740000 34.523
3750000 34.5252
3760000 34.5275
3770000 34.5298
3780000 34.5319
3790000 34.5341
3800000 34.5363
3810000 34.5387
3820000 34.5413
3830000 34.5439
3840000 34.5464
3850000 34.549
3860000 34.5516
3870000 34.5541
3880000 34.5565
3890000 34.5588
3900000 34.5614
3910000 34.5641
3920000 34.5668
3930000 34.5695
3940000 34.5721
3950000 34.5748
3960000 34.5774
3970000 34.5799
3980000 34.5824
3990000 34.5848
4000000 34.5872
4010000 34.5897
4020000 34.5922
4030000 34.5946
4040000 34.5969
4050000 34.5992
4060000 34.6015
4070000 34.6038
4080000 34.6061
4090000 34.6085
4100000 34.6108
4110000 34.6131
4120000 34.6155
4130000 34.6179
4140000 34.6205
4150000 34.6232
4160000 34.6259
4170000 34.6287
4180000 34.6315
4190000 34.6343
4200000 34.6371
4210000 34.6399
4220000 34.6429
4230000 34.6457
4240000 34.6487
4250000 34.6517
4260000 34.6547
4270000 34.6577
4280000 34.6606
4290000 34.6636
4300000 34.6667
4310000 34.67
4320000 34.6734
4330000 34.6769
4340000 34.6803
4350000 34.6837
4360000 34.6871
4370000 34.6906
4380000 34.694
4390000 34.6976
4400000 34.7011
4410000 34.7046
4420000 34.708
4430000 34.7114
4440000 34.7149
4450000 34.7184
4460000 34.7218
4470000 34.7252
4480000 34.7285
4490000 34.7318
4500000 34.7352
4510000 34.7385
4520000 34.7418
4530000 34.7451
4540000 34.7484
4550000 34.7516
4560000 34.7549
4570000 34.7584
4580000 34.7617
4590000 34.7649
4600000 34.7681
4610000 34.7712
4620000 34.7743
4630000 34.7773
4640000 34.7803
4650000 34.7832
4660000 34.7861
4670000 34.7889
4680000 34.7917
4690000 34.7944
4700000 34.7972
4710000 34.7999
4720000 34.8026
4730000 34.8055
4740000 34.8084
4750000 34.8112
4760000 34.8141
4770000 34.8171
4780000 34.8202
4790000 34.823
4800000 34.8259
4810000 34.8288
4820000 34.8316
4830000 34.8344
4840000 34.8371
4850000 34.8399
4860000 34.8428
4870000 34.8457
4880000 34.8485
4890000 34.8514
4900000 34.8542
4910000 34.857
4920000 34.8599
4930000 34.8628
4940000 34.8655
4950000 34.8682
4960000 34.8708
4970000 34.8736
4980000 34.8764
4990000 34.8793
5000000 34.8821
5010000 34.8849
5020000 34.8876
5030000 34.8905
5040000 34.8933
5050000 34.8961
5060000 34.8989
5070000 34.9017
5080000 34.9047
5090000 34.9077
5100000 34.9107
5110000 34.9137
5120000 34.9167
5130000 34.9198
5140000 34.923
5150000 34.9263
5160000 34.9295
5170000 34.9328
5180000 34.936
5190000 34.9391
5200000 34.9421
5210000 34.9451
5220000 34.9479
5230000 34.9508
5240000 34.9538
5250000 34.9568
5260000 34.9597
5270000 34.9626
5280000 34.9655
5290000 34.9682
5300000 34.971
5310000 34.9737
5320000 34.9764
5330000 34.9791
5340000 34.9817
5350000 34.9844
5360000 34.9872
5370000 34.99
5380000 34.9927
5390000 34.9955
5400000 34.9983
5410000 35.0011
5420000 35.004
5430000 35.0069
5440000 35.0098
5450000 35.0128
5460000 35.0159
5470000 35.0189
5480000 35.022
5490000 35.0251
5500000 35.0281
5510000 35.0313
5520000 35.0344
5530000 35.0375
5540000 35.0406
5550000 35.0437
5560000 35.0468
5570000 35.0498
5580000 35.0527
5590000 35.0557
5600000 35.0588
5610000 35.0619
5620000 35.0651
5630000 35.0683
5640000 35.0715
5650000 35.0747
5660000 35.0779
5670000 35.0812
5680000 35.0845
5690000 35.0877
5700000 35.091
5710000 35.0942
5720000 35.0974
5730000 35.1006
5740000 35.1038
5750000 35.107
5760000 35.1102
5770000 35.1135
5780000 35.1168
5790000 35.1201
5800000 35.1234
5810000 35.1267
5820000 35.1299
5830000 35.1332
5840000 35.1363
5850000 35.1395
5860000 35.1426
5870000 35.1457
5880000 35.1488
5890000 35.1518
5900000 35.1548
5910000 35.1579
5920000 35.161
5930000 35.1642
5940000 35.1672
5950000 35.1704
5960000 35.1734
5970000 35.1764
5980000 35.1794
5990000 35.1824
6000000 35.1854
