0	36.001116	36.576954	37.90623	40.911594																		
50	2.40394	2.141586	2.003515	2.520567																		
100	0.746523	0.644893	0.519129	0.908282																		
150	0.259379	0.262472	0.345745	0.615784																		
200	0.23401	0.387087	0.217642	0.414506																		
250	0.232613	0.426662	-0.003853	0.325664																		
300	0.278856	0.060947	0.057935	0.402318																		
350	0.170583	0.301193	0.253933	0.456403																		
400	0.078169	-0.014771	0.254292	0.316604																		
450	0.087349	0.194736	0.239692	0.2963																		
500	0.234025	0.065977	0.145215	0.081643																		
550	-0.037546	0.221837	0.139258	-0.203675																		
600	0.036959	0.200111	0.291383	-0.001172																		
650	0.261669	0.171367	0.315993	0.194965																		
700	0.085469	-0.189142	0.154028	0.125351																		
750	0.131619	0.048669	0.072699	0.111011																		
800	0.243124	0.306978	0.20973	0.090851																		
850	0.056993	0.192256	0.142803	0.168402																		
900	0.053214	0.044749	0.246668	0.290792																		
950	0.143456	-0.048237	0.172953	-0.034267																		
1000	0.098117	0.138757	0.127196	0.13484																		
1050	-0.016508	0.118718	-0.016795	0.330989																		
1100	0.094499	0.097183	0.008021	0.210477																		
1150	0.147574	-0.026957	0.051191	0.031754																		
1200	0.053125	-0.056204	0.031678	0.064857																		
1250	0.021964	0.056594	0.17009	0.105869																		
1300	0.230707	0.071678	-0.02452	0.176759																		
1350	0.103484	-0.031131	-0.088025	0.106812																		
1400	0.088211	0.125546	0.048366	0.273314																		
1450	0.241069	0.033442	-0.144376	0.104262																		
1500	0.112938	0.097417	0.042558	0.100667																		
1550	0.061306	-0.14253	0.01068	0.037887																		
1600	0.203571	0.054978	-0.137152	0.211213																		
1650	0.191531	0.012833	0.017095	0.117735																		
1700	-0.007858	0.076565	0.003199	0.059691																		
1750	0.098418	-0.046853	0.14785	-0.079625																		
1800	-0.204616	0.291707	-0.134873	-0.190075																		
1850	0.040935	0.119528	-0.021584	0.13701																		
1900	0.082008	0.026089	0.156006	0.000003																		
1950	-0.101478	0.017098	-0.219343	0.103416																		
2000	0.098725	-0.190752	-0.218224	0.226816																		
2050	0.029487	0.009043	0.062205	0.292238																		
2100	0.07845	-0.048137	-0.036808	0.119637																		
2150	0.158947	0.091055	-0.012029	0.121058																		
2200	0.034116	0.015659	0.25324	-0.087135																		
2250	0.049154	0.228609	-0.007581	-0.021387																		
2300	0.159267	0.137524	0.162737	-0.165536																		
2350	-0.051859	-0.117749	0.100457	0.148537																		
2400	0.039565	0.016338	0.186702	0.223076																		
2450	-0.044928	0.024272	0.212596	0.180826																		
2500	0.018871	-0.082188	0.133774	0.190327																		
2550	-0.031741	-0.175202	0.187268	0.086896																		
2600	-0.05194	0.029376	0.14202	0.099857																		
2650	-0.020329	0.002122	0.020804	-0.0811																		
2700	0.143576	0.235557	0.017869	0.07056																		
2750	0.132624	0.073856	0.009352	-0.319528																		
2800	0.16568	-0.087815	0.063415	0.022901																		
2850	0.214846	0.061659	0.165354	-0.104421																		
2900	0.226289	0.025837	-0.21808	0.051205																		
2950	0.071074	0.200032	0.070486	-0.07027																		
3000	0.1755	0.158555	0.28902	-0.168394																		
3050	0.107817	0.029272	0.23682	0.068841																		
3100	0.066524	-0.146978	0.050038	-0.107961																		
3150	0.096214	-0.124338	0.271418	-0.064717																		
3200	0.082403	-0.093425	0.025817	-0.009563																		
3250	0.151621	-0.069004	0.046877	-0.05281																		
3300	-0.031997	0.232645	0.072444	0.438785																		
3350	0.140239	0.214142	-0.017291	0.154144																		
3400	0.138253	-0.065015	0.222916	-0.015441																		
3450	-0.114444	0.136495	0.107112	0.140466																		
3500	-0.017627	0.080549	0.042624	0.096261																		
3550	-0.089662	0.164069	0.175845	0.057415																		
3600	-0.040909	-0.069031	0.034454	-0.000768																		
3650	0.091955	0.079379	-0.066915	0.126282																		
3700	-0.023911	0.184189	0.04319	0.075851																		
3750	0.042546	0.040691	0.108451	-0.156144																		
3800	0.060683	0.146504	0.166429	0.140252																		
3850	-0.023	-0.20641	0.137817	0.045488																		
3900	0.088585	0.098123	-0.019747	0.202009																		
3950	0.074031	0.049317	0.020375	0.160875																		
4000	-0.027853	0.117476	0.143578	0.006																		
4050	0.037175	-0.011492	0.002507	0.037628																		
4100	0.098627	0.031099	-0.141521	0.143234																		
4150	0.099017	-0.048421	-0.107929	-0.058408																		
4200	0.078718	-0.106045	0.115792	0.098257																		
4250	0.226006	-0.021418	0.119819	0.301819																		
4300	0.037245	0.098618	0.204464	0.133732																		
4350	0.078866	0.03858	0.144789	0.185041																		
4400	0.212089	-0.063084	0.036001	0.034287																		
4450	-0.071009	0.041516	0.189258	-0.048426																		
4500	0.009248	0.109161	0.138765	-0.096322																		
4550	0.087419	0.081116	0.001931	0.277938																		
4600	0.148758	0.206545	0.088693	0.031573																		
4650	0.043547	0.135717	0.051509	-0.17548																		
4700	0.090991	-0.204096	-0.036854	-0.245252																		
4750	0.055502	0.084685	-0.117917	-0.071023																		
4800	0.194174	-0.106897	-0.006367	0.034939																		
4850	0.094142	0.124739	-0.07504	-0.097185																		
4900	0.22279	0.188728	0.021226	-0.10765																		
4950	0.068567	0.148337	-0.024149	0.154083																		
5000	0.102028	0.04686	-0.111903	-0.196402																		
5050	-0.045137	-0.028828	0.043984	-0.176361																		
5100	0.156065	0.165328	0.283247	-0.003343																		
