10	2.365803	3.182438	2.242152	2.17242																					
20	0.780385	0.80367	0.778515	0.869041																					
30	0.609449	0.644921	0.573431	0.621872																					
40	0.508139	0.357373	0.322695	0.300676																					
50	0.417133	0.3588	0.208775	0.263275																					
60	0.216185	0.279533	0.141408	0.265665																					
70	0.2226	0.201818	0.187346	0.209631																					
80	0.270087	0.270043	0.183383	0.234102																					
90	0.100067	0.181794	0.172927	0.207003																					
100	0.25591	0.188913	0.203359	0.155617																					
110	0.139896	0.134144	0.226751	0.180742																					
120	0.174989	0.138311	0.035091	0.226692																					
130	0.168578	0.200745	0.092558	0.251027																					
140	0.124875	0.107089	0.063616	0.131346																					
150	0.145772	0.141362	0.101733	0.099207																					
160	0.112153	0.169852	0.110337	0.094342																					
170	0.169969	0.081644	0.165079	0.056476																					
180	0.135846	0.129821	0.147964	0.124811																					
190	0.153427	0.123092	0.12211	0.00561																					
200	0.115701	0.033733	0.135769	0.130542																					
210	0.123501	0.043009	0.086566	0.111944																					
220	0.065714	0.069659	0.000831	0.006492																					
230	0.051547	0.056371	0.029998	0.096575																					
240	0.166424	0.185546	0.071817	0.191322																					
250	0.094902	0.079909	0.073831	0.256413																					
260	0.115959	0.070825	0.063238	0.176017																					
270	0.114595	0.139273	0.144686	0.02946																					
280	0.153516	0.064509	0.0911	0.055687																					
290	0.223306	0.127336	0.158278	0.106957																					
300	0.197372	0.115382	0.148376	0.020757																					
310	0.08594	-0.040814	0.096336	-0.03955																					
320	0.111198	0.08622	0.00756	0.075108																					
330	0.068235	0.090929	0.071824	0.015193																					
340	0.075875	0.042684	-0.022573	0.052117																					
350	0.075411	0.119377	0.097102	0.008934																					
360	0.111969	0.040422	0.223526	-0.00774																					
370	0.021157	0.087866	0.123039	0.058646																					
380	0.099934	-0.023818	0.118963	-0.010212																					
390	0.046053	0.075625	0.075479	-0.034496																					
400	-0.004607	0.067054	0.029941	0.031567																					
410	0.061169	0.030374	0.133235	0.076273																					
420	0.012421	0.013136	0.087049	-0.065616																					
430	0.044035	-0.054768	0.147668	-0.016241																					
440	0.051284	0.05241	0.119714	0.153149																					
450	0.027271	0.003786	0.032289	0.133358																					
460	0.087786	-0.018815	0.080395	0.136972																					
470	0.028502	0.014559	0.039708	0.042623																					
480	0.044549	0.051861	-0.012429	0.037195																					
490	0.003407	0.100985	0.041456	0.071182																					
500	0.05474	0.082424	0.007276	0.073418																					
510	0.064989	0.044066	-0.015133	0.065973																					
520	0.059386	-0.042891	0.067009	0.117151																					
530	0.089586	0.076681	0.018007	0.009538																					
540	0.151251	0.057863	0.035676	0.066018																					
550	0.035299	0.058092	0.165013	0.136325																					
560	0.122974	0.08138	0.166147	0.096471																					
570	0.118959	0.095284	0.143341	0.137954																					
580	0.094861	-0.012268	0.013645	0.085994																					
590	0.093751	0.021446	0.069378	0.087515																					
600	0.086028	-0.00614	0.096011	0.04859																					
610	0.06692	0.039843	0.031566	0.021974																					
620	0.133978	0.073699	0.117877	0.045727																					
630	0.082558	0.083392	0.026262	0.000391																					
640	0.05953	0.154559	0.018155	0.03159																					
650	0.107207	0.102455	0.117794	0.080923																					
660	0.07045	0.037039	0.178304	0.101515																					
670	0.022509	0.032379	0.060358	0.058094																					
680	-0.011809	0.106688	0.096558	0.119527																					
690	0.077957	0.019889	0.10028	0.073032																					
700	0.090497	-0.082297	0.022037	0.032281																					
710	-0.004134	0.03715	0.081019	0.141127																					
720	0.076136	0.068261	0.057849	-0.004906																					
730	0.052223	0.006141	-0.032106	-0.069899																					
740	0.126746	0.100209	0.105608	0.095648																					
750	0.115401	0.124283	0.150321	0.041321																					
760	0.079143	0.103274	0.18439	0.075908																					
770	0.096966	0.067406	0.147849	0.133685																					
780	-0.008516	-0.027254	0.042283	0.172331																					
790	0.042254	0.069446	0.030525	0.076037																					
800	0.012425	0.029388	0.106156	0.00988																					
810	0.085265	0.032505	0.107583	0.09134																					
820	0.045514	0.049055	0.072817	0.036674																					
830	0.097454	0.034158	0.126116	0.0368																					
