0.025000 	 0.000000
0.075000 	 0.000000
0.125000 	 0.000000
0.175000 	 0.000000
0.225000 	 0.000000
0.275000 	 0.000000
0.325000 	 0.000000
0.375000 	 0.000000
0.425000 	 0.000000
0.475000 	 0.000000
0.525000 	 0.000000
0.575000 	 0.000000
0.625000 	 0.000000
0.675000 	 0.000000
0.725000 	 0.000000
0.775000 	 0.000000
0.825000 	 0.000000
0.875000 	 0.000000
0.925000 	 0.000003
0.975000 	 0.000065
1.025000 	 0.000333
1.075000 	 0.000683
1.125000 	 0.000976
1.175000 	 0.001183
1.225000 	 0.001373
1.275000 	 0.001605
1.325000 	 0.001926
1.375000 	 0.002396
1.425000 	 0.003047
1.475000 	 0.003967
1.525000 	 0.005244
1.575000 	 0.007201
1.625000 	 0.010132
1.675000 	 0.014617
1.725000 	 0.021372
1.775000 	 0.031396
1.825000 	 0.045313
1.875000 	 0.062878
1.925000 	 0.082893
1.975000 	 0.103722
2.025000 	 0.124076
2.075000 	 0.141476
2.125000 	 0.152786
2.175000 	 0.157245
2.225000 	 0.157135
2.275000 	 0.155354
2.325000 	 0.154823
2.375000 	 0.157914
2.425000 	 0.166439
2.475000 	 0.181337
