0	36.338038	38.353829	40.153361	44.561572																		
50	2.241733	2.017795	1.927776	2.48523																		
100	0.557968	0.573116	0.72064	0.773342																		
150	0.46128	0.374945	0.429808	0.708466																		
200	0.129494	0.297378	0.234445	0.490956																		
250	0.226734	0.279471	0.268004	0.42381																		
300	0.216664	0.118303	0.240022	0.383721																		
350	0.236218	0.070787	0.130224	0.155784																		
400	0.221393	0.250641	-0.09162	0.301846																		
450	0.39368	0.108753	0.025562	0.082212																		
500	0.148033	0.139014	0.08915	-0.063636																		
550	0.089835	0.250892	0.019653	0.153232																		
600	0.267579	0.238143	-0.051829	0.237386																		
650	0.26455	-0.01934	0.090198	0.252714																		
700	0.214015	0.02421	0.084982	0.170242																		
750	0.237367	0.096491	0.294019	0.115986																		
800	0.195497	0.067067	0.022231	-0.091935																		
850	0.268777	0.076792	0.058991	0.39907																		
900	0.073947	0.082187	-0.112716	0.117762																		
950	-0.006354	0.238071	0.010152	0.200626																		
1000	0.082907	0.07729	0.218374	0.203212																		
1050	0.186357	0.208625	0.06884	-0.032982																		
1100	0.322177	0.169134	0.120354	0.041125																		
1150	0.11676	0.210001	0.028736	0.013848																		
1200	0.172251	0.342875	-0.023717	-0.079763																		
1250	0.167794	0.173101	0.214835	-0.066789																		
1300	0.100402	-0.083232	-0.009632	-0.139094																		
1350	0.142928	0.027806	-0.10653	0.007011																		
1400	-0.059511	0.097167	0.037626	0.198334																		
1450	0.242134	-0.085249	-0.007146	-0.039003																		
1500	0.191292	0.116857	0.102522	-0.026741																		
1550	0.10444	0.044909	0.190667	0.024174																		
1600	0.129271	0.124299	-0.04632	-0.114871																		
1650	0.047871	-0.024825	0.112388	-0.019236																		
1700	0.093851	-0.055779	0.060246	0.174906																		
1750	0.048988	0.080801	0.068202	-0.093064																		
1800	0.252348	-0.058547	0.130967	0.148054																		
1850	0.228534	-0.163496	0.115447	0.184483																		
1900	-0.000237	0.073597	0.039255	-0.013152																		
1950	0.189708	0.053718	-0.176364	0.254676																		
2000	0.099034	-0.023379	-0.013223	0.046824																		
2050	0.28154	0.038473	-0.157221	-0.220262																		
2100	0.071694	0.102744	-0.018649	0.125567																		
2150	-0.088772	0.268104	-0.078431	0.046161																		
2200	0.060211	0.123908	0.244855	0.250372																		
2250	0.163742	-0.000438	0.025364	0.05165																		
2300	0.175871	0.030378	0.130748	0.079654																		
2350	0.007448	0.041135	0.17588	-0.111069																		
2400	-0.012208	-0.000078	-0.107216	0.280901																		
2450	-0.010078	0.083509	0.261244	0.188527																		
2500	-0.04869	0.002284	0.122172	0.157448																		
2550	-0.018462	-0.112385	-0.133221	-0.130643																		
2600	0.116902	-0.020131	0.088209	-0.110925																		
2650	0.165543	-0.108204	-0.043526	-0.207675																		
2700	0.026024	0.063545	0.131058	0.024187																		
2750	-0.051358	0.09494	0.072174	-0.046772																		
2800	0.28887	0.089942	0.190503	0.10897																		
2850	0.188747	-0.087545	-0.063958	-0.140559																		
2900	0.138878	0.185941	-0.098425	-0.002231																		
2950	0.27633	-0.006566	-0.08475	0.115251																		
3000	-0.026412	0.082721	-0.067704	-0.164885																		
3050	0.021955	0.062007	-0.138971	-0.022115																		
3100	-0.008126	0.07929	-0.169001	-0.12209																		
3150	-0.166373	0.059644	-0.003995	0.159329																		
3200	-0.01005	0.08173	0.001838	0.004396																		
3250	0.089996	0.031669	-0.099476	-0.009789																		
3300	0.049381	0.033806	0.057858	0.065844																		
3350	-0.091804	0.202344	-0.193487	-0.113458																		
3400	0.004543	0.092066	-0.101217	-0.156428																		
3450	-0.175072	0.121248	-0.051101	-0.0434																		
3500	0.001964	0.016817	-0.055443	-0.01581																		
3550	-0.043207	0.213309	-0.116162	-0.040927																		
3600	-0.014754	-0.110886	0.069665	0.002233																		
3650	0.081898	0.120503	-0.05671	-0.056868																		
3700	0.071252	0.280867	0.080582	-0.139714																		
3750	0.00898	0.159314	-0.077329	0.333891																		
3800	0.050674	-0.158311	-0.053002	0.080962																		
3850	0.050663	-0.044292	-0.098129	-0.042448																		
3900	0.021053	0.081648	-0.204639	0.087879																		
